text,sentiment,Label
LUCY IS HATING ON MY GWEG!,negative,1
"OK, when will this post RNY girl learn; rich sugary food is a BAD idea! No more golden graham bars out of the vending machine. Bleck!",negative,1
just found out that my husband`s grandma fell down the stairs & is at the hospital with several broken bones...praying hard!,negative,1
 why am I weird?,negative,1
Arrogant **** on tap in Oregon. WHAT!!!!!!,negative,1
 This is not my day,negative,1
"Friends are gone. Sushi, movies, laughter. Just what I needed. FUN!",positive,0
"Woe, it`s definitely NO fun to travel first class with a bike. You have to fight your way through 7 coaches `til you reach your seat",negative,1
 Boring? What?! Ugh!!!  come back to of then!,negative,1
 Haha I like that. You`re actually saying thanks to the bots! Never looked at it like that.,positive,0
  that`s bad as it affects all the languages that run on the JVM. Too bad!,negative,1
" Their inability to manage money, tough job market, and they`re getting behind on bills. This is why no savings is bad",negative,1
" Yep, exactly   And I`m really sad about this tour...I know I`m gonna cry at my last M&G....",negative,1
_lawrence did you forget something this morning? you nearly ran me over at the bottom of the hill!  its very very warm in the shop! x,negative,1
Hey #rda2009cla presentation was too large to post!  sorry   (From rules to entities: cataloguing with RDA live > http://ustre.am/2j3l),negative,1
 safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one,positive,0
"So disapointed,good Evans,  they sound really bad, so out of tune  #britainsgottalent",negative,1
kellie: Its a major problem okay. alex: what is? Kellie: hahahahahahahaa your face,positive,0
I left my ipod in the car so now its all warm.,positive,0
 I know   Guess I was hoping they`d revitalize the plot lines as well instead of reverting to old cliches!,positive,0
" this is funny, we just discussed Bela Lugosi  over dinner, his apearance in Plan B from outer space 'best' movie ever",positive,0
mmmmmm mcdonalds coffee is soooooo good.....maybe going to hookah tonight with the abbster,positive,0
 I SLEPT THROUGH MY ALARMS  woke up at 6 instead of 4  i feel like a complete tool,positive,0
 - great site.  The photos on it are fantastic.  Will be very useful for my visit to Pembroke (inc Skomer) in June,positive,0
" my hubby`s a vet, so we `get` that animals are like children!! all the best! hope ur biz is going well",positive,0
_aka_Rowan he could be talking to me  (he`s probably not though ;) ),negative,1
happiest girl in the world.  best weekend ever and I can`t wait for next weekend either!!!  so grateful for all my blessings!,positive,0
": What, you`re not really an alcoholic? I AM V. DISAPPOINTED! D: Seriously, though, I got that you were kidding.",negative,1
watching because i said so! happy mothers day!,positive,0
" Wow, you mom has a lot of energy. I`m getting tired just reading your tweet and ur living it.",negative,1
argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt,negative,1
   good point!! Mine is on its way. How did he get delivered?  I will post pics too wen I get him,positive,0
Trader Joe`s 'sushi' is a fail.,negative,1
 That`s one of the reasons we thought 'Should we have a kid?'  'Nah - let`s get a piano instead.'    You poor buggers,negative,1
 i KNOW! AHH!  so fun!,positive,0
 Why I gotta be all that?... I sad now,negative,1
_OTTAWA have fun!,positive,0
G`night Twitterverse! Thanks for keeping me entertained!!,positive,0
" yes! fb, ah i miss you",negative,1
"and she was all like 'dude. I care about you.' and it made me smile  yea that teaches me not to drive on E, lol",positive,0
_aguirre Now I wish I was going,positive,0
"So, what are you all doing? I`m eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar.",positive,0
all dressed up and no where to go...,negative,1
Watching 5 children and it.  i really should be studying. I`ll start soon :[,negative,1
"Ok, i`ve eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",negative,1
 Psych has to be better than neuro!  Or at least in a better part of town?  I miss you,negative,1
It`s raining that fine rain!!! U know the fine rain that wets you the most,positive,0
Apparently it`s 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?,negative,1
  i wlda seen it wit you! dummyhead.,negative,1
"I have an awesome picture of happy pint, but it`s not sending",positive,0
" Cheers John, thanks for following me. Look forward to your twitterings too. Think this`ll be a good place for my rants  ****",positive,0
I`m so proud of my NAU graduate friend!!! We`re getting ready to celebrate  tonight!!! It`ll be an international ordeal~,positive,0
" brazil LOOOOOOOOVES you, i miss you  24th may, the perfect day off",positive,0
_it_good den fell asleep on me!!!,positive,0
"Chillin with the rents, and looking at hilarious old photos. Well funny!",positive,0
Getting all annoyed cos this weekend`s going to be hot. I`m bloody working,negative,1
 http://twitpic.com/5h3ad - And Brazil??? WE LOVE YOU TOO!!,positive,0
_rockett i know! And he laughed at the stupid `women`s right`s` joke. Wth! Glad we have the same humor!,positive,0
 i guess ill never have it  but the sad thing is that u didn`t put an Alternate e-mail!! cause if u dont remember ur secret,negative,1
OUCH! my earphones just shocked me,negative,1
 Well the one thing where you lay on the floor I couldn`t do all of them....I`m very out of shape,negative,1
" haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol",negative,1
  Yeah the spammers are discriminating: none of the females  are part of the target group apparently,negative,1
 I love it. Tell me it didn`t match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?,positive,0
 It is a sad commentary is it not?,negative,1
 i miss you too,negative,1
 Seesmic Desktop seems pretty good. Nice find,positive,0
What an incredibly great day.  hahaha!,positive,0
  awww thank you,positive,0
roughnight,negative,1
morning!  well excited dancing down the park todayyy! should be good!  wooo c`mon venue!  ****,positive,0
i love it when justin timberlake hosts snl; hilarious,positive,0
" if i can buy sleep for you, i will... that`s what you need!",positive,0
" today 'sonny with a chance' came to brazil, i loved it!! you`re amazing <33 please reply",positive,0
 do I discern a request for Hulu support? excellent idea!,positive,0
Happy #juddday everyone!,positive,0
" yeah, but Mr. Mom`s I would say, appreciate their wives much more than the avg dad   I have a new found respect for mothers now",positive,0
 Is you cat clean again?  Hope so ;) ****,positive,0
i tried calling work 5 times and they wont answer,negative,1
"When someone edit your designs is called plagiarism right??, but what can you do??, I`m tired, exhausted and dissapointed",negative,1
Java Concurrency in Practice is probably the best Java book I`ve ever bought. There`s a recipe in there for interrupting blocking IO ops,positive,0
Wants somebody to cheer her up,positive,0
"has had a wonderful day with some gorgeous girls, followed by dinner and drinks with the Swedes",positive,0
"7846 - almost catching  up, so gonna kick her ****, and woop i will b joing the 10k mile high club soon",negative,1
 Aww thanks! I am indeed graduating on Friday. Just 4 finals stand between me and freedom...or Teach for America and law school,positive,0
Just woke from the longest sleep in months-so nice! Now to get some work done so i`m prepped for next wk & free for K coming home tonight,positive,0
 It was BuckFast. Brain just went blank,negative,1
 nah will didn`t tell diego so we at some donminican spot getting **** up,negative,1
I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........,negative,1
   me too.  it depresses me thinking about it.,positive,0
is sitting in the marshall center w/Mina. Some1 must really not want me to go to the gym..this time i lost my wallet n w/no ID i cant go,negative,1
thanks for the feedback everyone,positive,0
" {{{HUGS}}} Okay, just making sure!",positive,0
Damm servers still down  i need to hit 80 before all the koxpers pass me,negative,1
decided that wolf in a future Star Trek Logo game would be much cooler than Chewy in Star Wars,positive,0
happy mother`s day to all moms and pseudo stepmoms,positive,0
 Same! And big moths and wasps and just insects in general HAHA I hate them,negative,1
 that`s great!,positive,0
 **** how you not gonna follow me son?,negative,1
"Don`t know what to do right now...pretty bored, but I refuse to study. Any suggestions?",negative,1
Pretty sure my kitties missed me...one is laying on me and the other 2 are on each side of me. They are so cute though.,positive,0
 Oh no! Dead muffins ... how sad,negative,1
" That`s true. Unfortunately, the leads in the movies don`t die on such a high note. It`s more the Friday The 13th model",negative,1
_Manford Awww thats such a lovely thing for u to say to me  are u doing any in manchester? x,positive,0
The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.,negative,1
 i havent been out west since 07...i think i picked a bad wknd b/c its overcast out here tho,negative,1
 australian hardcore/metalcore scene is amazing right now. look up third strike and chelsea smile. AND BMTH IN 7 DAYS,positive,0
" I`m stuck in a try-to-merge-two-tools CSS hell, so no help from frameworks  Unless both tools had already used the same framework",negative,1
"  I think it`s because I`m always offtopic and sometimes inappropriate (germination and 'fruit picking' jokes, etc)",negative,1
eating truffles  yum!,positive,0
 I cried like a baby when we had to put our cat down 2 years ago...  For tears of happiness watch this http://bit.ly/qLwbe,positive,0
hates not being able to see his monitor. I have about 25 minutes before the sun is not blinding me,negative,1
is excited to see Samantha&Denise again  http://plurk.com/p/rr5id,positive,0
